genes	BIO	RA	SB505	SU5402	Connectivity	Cols	Rows	Species
ENSDARG00000087525	0	1	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000087657	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000087805	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000087844	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000087910	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088022	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088145	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088157	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088227	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088238	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088290	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088390	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088514	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088549	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088590	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088615	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088630	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088711	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088753	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088764	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088789	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088798	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088837	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088881	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088899	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000088932	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089026	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089086	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089236	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089245	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089320	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089368	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089485	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089519	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089538	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089553	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089563	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089569	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089643	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089701	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089805	0	1	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089844	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089871	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089914	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000089961	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090035	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090039	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090086	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090120	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090386	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090387	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090389	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090427	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090544	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090617	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090656	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090673	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090686	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090764	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090768	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090903	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090949	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000090976	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091061	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091215	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091241	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091253	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091293	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091419	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091481	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091511	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091555	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091598	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091619	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091777	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091790	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091813	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091821	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000091834	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092027	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092167	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092404	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092471	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092488	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092638	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092644	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092660	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092784	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092810	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092858	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092895	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000092949	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000093082	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000093267	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000093440	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000093572	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000093768	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000093841	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000094055	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000094380	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000094901	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000094992	1	1	0	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095057	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095170	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095224	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095254	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095580	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095603	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095615	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095675	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095807	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000095969	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000096210	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000096365	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000096662	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000097098	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000097299	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000097483	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000097630	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000097766	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000097897	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098017	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098063	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098118	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098135	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098141	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098194	0	1	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098201	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098221	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098224	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098228	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098233	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098240	0	1	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098257	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098280	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098286	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098313	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098317	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098334	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098349	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098359	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098368	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098374	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098386	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098392	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098424	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098529	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098573	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098586	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098588	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098589	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098620	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098641	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098652	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098654	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098670	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098686	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098745	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098758	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098766	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098791	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098834	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098906	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098932	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098937	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000098954	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099026	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099084	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099088	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099093	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099183	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099186	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099213	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099235	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099240	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099329	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099368	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099374	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099389	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099395	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099396	1	1	1	0	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099430	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099441	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099448	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099466	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099541	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099545	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099547	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099566	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099568	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099572	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099609	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099635	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099637	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099657	1	0	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099677	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099694	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099718	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099730	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099757	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099767	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099776	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099817	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099840	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099871	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000099930	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100013	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100019	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100020	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100053	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100083	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100093	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100096	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100097	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100112	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100143	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100149	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100161	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100222	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100232	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100244	1	1	0	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100274	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100280	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100304	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100375	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100398	0	1	0	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100451	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100479	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100498	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100524	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100535	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100555	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100594	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100642	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100658	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100674	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100679	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100694	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100708	0	0	0	1	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100718	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100725	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100739	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100793	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100854	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100887	1	0	0	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100897	0	0	1	0	1	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100904	0	0	1	1	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100908	1	0	1	0	2	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
ENSDARG00000100952	1	0	1	1	3	Zebrafish	ATAC & RNASeq	Zebrafish ATAC & RNASeq
